	DmPA_Lucas_cellpellets_IV4	DmPA_Lucas_cellpellets_IV5	DmPA_Lucas_cellpellets_IV6	DmPA_Lucas_cellpellets_IV10	DmPA_Lucas_cellpellets_IV11	DmPA_Lucas_cellpellets_IV12	DmPA_Lucas_cellpellets_IV22	DmPA_Lucas_cellpellets_IV23	DmPA_Lucas_cellpellets_IV24	DmPA_Lucas_cellpellets_IV34	DmPA_Lucas_cellpellets_IV35	DmPA_Lucas_cellpellets_IV36	id_number	mz	rtime	snr	p_genotype	p_treatment	p_tim3_hypoxia	p_tim3_normoxia	p_o2_tim3wt	p_o2_tim3ko
1003	21.780694328084223	21.480527442766466	21.01231182541205	22.138664966011888	21.40024825641197	20.769833143603424	18.373024765499927	21.938485449819925	20.94012586407825	18.373024765499927	21.670169316010583	21.6145723877886	F9034	313.1268	372.43	34	0.2385153035923101	0.9239123416950645	0.510958002954403	0.4443755076466442	0.9809365366996734	0.9333900734344522
1004	14.49420305426588	17.21682931150082	14.49420305426588	14.49420305426588	19.03552825506406	17.16100643324835	14.49420305426588	18.037996458203644	18.702789444530275	14.49420305426588	17.91472854937028	17.349310179945427	F9036	313.1268	386.74	5	0.5649812172739694	0.6712398886478677	0.8634285352297986	0.35796145236395466	0.40914114167270405	0.7848476361290759
1005	23.543041009888064	22.99386740440543	23.26730584034908	22.38640477024605	22.211110956416643	22.75872835003387	19.40442136895296	22.786343146380627	24.18579549378777	19.40442136895296	22.78893273542693	23.092461274337367	F9041	313.1268	468.15	1919	0.32512366958933875	0.5197488092933951	0.6195380154930143	0.505833607939886	0.022646876196614676	0.8538415274477115
1006	17.22893984525945	16.77936506422775	13.565620645753487	18.028956391594186	13.565620645753487	17.545269431653125	13.565620645753487	17.923840812361206	13.565620645753487	13.565620645753487	16.7981831861877	16.778727666093506	F9042	313.1268	562.57	54	0.5496327756070355	0.6271540579931456	0.7280591828589018	0.6754219372788677	0.7895988946701546	0.7213477232011806
1007	21.07510971441497	21.825815988787827	21.46588942673389	22.04650237539621	18.55093145525997	21.56671757657118	21.674700460343317	21.855447258391337	21.572599519083813	21.94769806298156	18.55093145525997	21.72048293339244	F9052	313.1395	460.27	10	0.8624272033116596	0.28106140356109527	0.99112889469484	0.37948545377442805	0.5736446186146517	0.47327771604120483
1008	24.788008597067293	24.94288776285568	24.464080879059544	25.52076495651458	22.14215303352388	24.951882408272123	25.2149260032912	25.45357968675243	24.897000157227268	25.48341925715461	22.14215303352388	25.417309428626734	F9053	313.1395	472.49	2519	0.6889404281893658	0.3702243931398371	0.9296839744878951	0.10112438864348317	0.6652408044473664	0.5265211039041007
1009	24.16255306181017	24.27216381131384	24.17182586299582	24.47026048864277	21.84062527423603	24.31487973647896	24.3907463285746	24.50467329633106	24.242528507466936	24.32099925987198	21.84062527423603	24.52776428776184	F9054	313.1395	477.48	1260	0.8665784558615667	0.23026386610354033	0.986886228799613	0.13017995075290237	0.519448072973983	0.44442102218359025
1010	21.47937817962336	21.47794426224843	21.196075246732992	21.647641108162137	21.632489337567915	21.298695574237897	21.52235884367835	21.33895660763646	21.54861716233908	21.38885046050348	21.454930645938838	21.4440321779255	F9074	288.1593	515.03	6	0.9461194518492698	0.5561148619796024	0.4853707091574353	0.5028931478760885	0.3933845576618741	0.6066520709763432
1011	20.56235334823502	17.909735382139875	20.36118696224493	17.909735382139875	20.801592265795904	20.57506338663411	17.909735382139875	20.46742645492716	20.86216315580121	17.909735382139875	17.909735382139875	17.909735382139875	F9096	288.1884	381.49	454	0.31579069142249144	0.32422176481165116	0.1841809373491328	0.9195541754827099	0.910447275541157	0.18559055027859014
1012	19.27297475296317	19.27297475296317	19.27297475296317	19.27297475296317	19.27297475296317	19.27297475296317	19.27297475296317	19.27297475296317	21.59490102596413	19.27297475296317	19.27297475296317	19.27297475296317	F9114	335.3138	595.79	290	0.3434363961379111	0.3434363961379153		0.42264973081037494		0.42264973081037494
1013	25.453702065584668	25.459754360550622	25.35429533892593	25.49925167120205	25.70516705514984	25.608481429474807	25.6140366206157	25.581486118178432	25.53484292427821	25.63979891482757	25.633152725053748	25.516586732120075	F9117	313.1546	387.53	5	0.15696558847893416	0.0625946257959997	0.9194257365229157	0.02543323505678382	0.07221672529763803	0.6962500489343489
1014	24.23589136180571	24.03717529736896	24.55658087444726	24.73416900888825	23.57453067493775	24.425279527543427	24.300514940589565	23.97709900055485	24.701127136842583	24.329784684857483	24.822172227047123	24.500941473696116	F9157	313.1632	362.32	46	0.43751279716745717	0.6702820033069626	0.48105891604237305	0.8577010598242721	0.938606008194653	0.4326712312482766
1015	18.09224062823152	18.09819637815384	17.46463474749491	17.352060007165417	17.590483111769473	18.030247769893467	18.196118943807797	18.59729213769637	13.79666787119183	17.71452579024647	16.118514857673553	18.37407107386764	F9188	288.2039	513.85	401	0.45213186341517375	0.8521805467168876	0.7451182900179592	0.575863475325076	0.47574398504419835	0.7709153376939589
1016	19.16386851048252	21.517998780988243	22.675082645691337	21.485794640356247	19.16386851048252	21.68572081426707	21.83899706530415	19.16386851048252	19.16386851048252	19.16386851048252	19.16386851048252	22.2316031174004	F9202	313.1737	385.16	1118	0.3783180757521667	0.9091604138956226	0.6745729091129177	0.48023747639501924	0.8087700868355127	0.9278792471065859
1017	20.18501290900782	20.737544163466797	20.904232817921294	20.713570227925583	21.056421713509717	20.35026042545952	21.203926170349984	20.95646356799138	19.97579505723668	20.43127241834233	21.347372870068465	20.461439485123027	F9218	260.1494	371.51	4	0.7946076495362773	0.8094982668762993	0.9183849938081655	0.8263268308308513	0.7592514512050594	0.9461590732329259
1018	19.904516671913232	17.127990688973114	18.777628907826404	13.784482247215722	18.42696344899105	19.335334604218776	16.928788926168817	18.423395170049844	13.784482247215722	19.1780049803296	18.574926129133654	18.123602790574274	F9226	288.2321	592.37	228	0.7652590707156176	0.7524544034030554	0.4908707145276397	0.24917454612315715	0.5113100152156937	0.23872754979055857
1019	15.150599514728704	15.150599514728704	15.150599514728704	15.150599514728704	15.150599514728704	15.150599514728704	15.150599514728704	20.325648532541315	15.150599514728704	15.150599514728704	15.150599514728704	15.150599514728704	F9242	335.3584	674.71	337	0.3434363961379139	0.3434363961379143		0.4226497308103745		0.4226497308103745
1020	17.61434005414731	17.61434005414731	17.61434005414731	17.61434005414731	17.61434005414731	17.61434005414731	17.61434005414731	17.61434005414731	17.61434005414731	17.61434005414731	17.61434005414731	17.61434005414731	F9243	335.3584	676.68	265	0.0	0.0				
1021	24.322113885896517	21.986008454614023	21.986008454614023	21.986008454614023	24.494221309049145	21.986008454614023	21.986008454614023	21.986008454614023	21.986008454614023	21.986008454614023	21.986008454614023	24.307936271647463	F9272	313.1817	626.52	519	0.5408573673111474	0.545320139823195	0.959163709647145	0.4226497308103754	0.9623722558581722	0.4226497308103736
1022	23.16091137755312	20.4172876259031	20.4172876259031	20.4172876259031	23.097649178526023	20.4172876259031	20.4172876259031	20.4172876259031	20.4172876259031	20.4172876259031	20.4172876259031	22.739214896560032	F9273	313.1817	632.95	240	0.48910651444821207	0.6121981026864809	0.9244486157609206	0.4226497308103747	0.9876310299500279	0.42264973081037427
1023	25.513114010983784	24.91998512871995	25.16054936476789	25.37796616102041	25.98399881570537	25.123362940428294	25.324363454248527	25.68827901208073	24.414213627876265	25.579170626379398	24.40495341296181	25.07620358417669	F9324	335.9227	432.57	14548	0.38269213243901457	0.7689449096208295	0.3310658210389923	0.9027699707007473	0.3961375118217684	0.8222889713784726
1024	20.51837689006618	18.86971518234563	18.95922014004889	19.60194037744333	19.804933278553168	18.69601675170009	20.38714716372668	19.84824436346464	19.959663745442487	19.17061543477754	19.56581541322515	19.078098772971245	F9325	335.9227	516.08	1393	0.4621957894749551	0.22831662240460895	0.814387325400349	0.3702652900107313	0.9050813255637615	0.02367178782012861
1025	19.994772184586747	17.59961429145373	20.262689634607145	18.609700882505397	18.975443439941	19.381442997945744	18.8400584267352	19.139971012779345	15.148300159258842	20.015341198274317	17.748003108253204	20.515453617982203	F9326	335.9417	472.75	2380	0.5427040915346145	0.4504935637353048	0.6631778613326216	0.37147631326343244	0.7633323143552679	0.3361047489861058
1026	26.061020028282417	26.399301946610667	25.781424962305916	25.96193311676557	25.996465429908486	25.855478283089088	26.296126845151733	26.56041069262793	25.683823873604403	26.14699322592145	26.087614268075946	26.03458807599716	F9332	260.1725	512.41	331	0.42662918024067376	0.45993633028741443	0.05058319692588792	0.7698040477744386	0.5113372465008804	0.7618017076171562
1027	23.35901558572137	23.22989345282736	22.359672327748765	21.91742024719501	23.051056460341105	22.382262729544426	23.208926630025765	23.22349624486719	23.02005488630821	22.86357634004825	22.23381486562552	21.208163330370198	F9339	336.0754	385.03	1339	0.7879835944719071	0.03806211153993196	0.586881549093893	0.6488757895382008	0.3065827523292498	0.15944790970777875
1028	14.346284763453856	17.645942597051835	14.346284763453856	14.346284763453856	14.346284763453856	14.346284763453856	18.060662085237208	14.346284763453856	14.346284763453856	17.794982163925017	14.346284763453856	16.66815744544799	F9361	260.1759	386.87	31	0.3121973529163839	0.834379278679316	0.19863873952453348	0.9375392409716505	0.4226497308103746	0.691448891738591
1029	15.606996507647	15.606996507647	15.606996507647	18.499509055638768	15.606996507647	15.606996507647	24.612708893166754	15.606996507647	15.606996507647	15.606996507647	15.606996507647	15.606996507647	F9374	313.2162	616.41	204	0.546640834804693	0.5466408348046935	0.4226497308103764	0.42264973081037494	0.4226497308103764	0.42264973081037494
1030	20.142193640210884	17.97518238852781	17.477317520746055	20.46323106516659	17.67578175211055	18.67948947244897	21.97328213405924	20.951161996851432	21.36966545863009	22.57192748898756	21.360022021840678	22.185878270581323	F9377	336.1205	381.36	519	0.0006415625297627931	0.40990536615247275	0.04596178272498914	0.05760794583354651	0.7417314920468078	0.26296876079762266
1031	18.23589379979405	18.23589379979405	18.23589379979405	18.23589379979405	18.23589379979405	18.23589379979405	18.23589379979405	18.23589379979405	18.23589379979405	18.23589379979405	18.23589379979405	20.557818156037893	F9402	336.1596	559.28	236	0.3434363961379142	0.3434363961379119	0.4226497308103736			0.4226497308103736
1032	15.327371830153533	15.327371830153533	15.327371830153533	18.26028877896105	18.178917049356432	17.927421181936218	15.327371830153533	15.327371830153533	17.89378855970387	15.327371830153533	15.327371830153533	18.00701785841939	F9404	336.1637	384.38	19	0.499715876943443	0.08931452620545553	0.16549611722481566	0.4226497308103737	0.001282537530769801	0.9771194177563466
1033	21.687812428005103	21.71334799062677	21.587324793166097	21.639866953019204	21.8487008912182	21.77010476230459	21.38646957453465	21.671983721282416	21.800252767352333	21.39602915784769	21.533353614948503	21.974814424787947	F9447	260.2009	545.89	183	0.4691489502431675	0.6340718132868974	0.5768870415788732	0.7631478912022253	0.29079284188071375	0.9470816931160044
1034	24.574431326787707	23.89465408515387	24.144263882122956	24.196795757323866	23.52130101181446	23.71634035095976	24.029115859043404	23.71085335480144	23.41206140891077	23.724951987023378	23.77184658085996	23.858551612900666	F9470	336.1917	378.2	297	0.17880481836044748	0.37985380239246436	0.9084768063218431	0.14270099985373277	0.2363428296126382	0.7430953779999289
1035	24.00888532127903	23.32330239773244	22.667848899546254	23.324674169866103	23.221894519913683	22.98101725845886	23.39567976217765	22.94198478489309	22.930668240634017	23.33960458067584	22.937468699972506	23.361313402615743	F9471	336.1917	379.91	292	0.6453229233941054	0.9391305535130352	0.8407500421930023	0.6047385565661694	0.7278820264826104	0.5819517590396135
1036	23.066539400503192	22.629464431097816	22.717540799787624	22.90774569705716	22.594612362297177	22.58707308803382	22.71539139420423	22.52500558308607	23.568625187621063	22.83117199207908	22.078779715805197	22.77054357231051	F9479	336.2016	371.77	3	0.991725738419386	0.2794662318643204	0.6437083430084722	0.7325553778475928	0.5618158759980771	0.40562915899542445
