	DmPA_Lucas_cellmedia_IV4	DmPA_Lucas_cellmedia_IV5	DmPA_Lucas_cellmedia_IV6	DmPA_Lucas_cellmedia_IV10	DmPA_Lucas_cellmedia_IV11	DmPA_Lucas_cellmedia_IV12	DmPA_Lucas_cellmedia_IV22	DmPA_Lucas_cellmedia_IV23	DmPA_Lucas_cellmedia_IV24	DmPA_Lucas_cellmedia_IV34	DmPA_Lucas_cellmedia_IV35	DmPA_Lucas_cellmedia_IV36	id_number	mz	rtime	snr	p_genotype	p_treatment	p_tim3_hypoxia	p_tim3_normoxia	p_o2_tim3wt	p_o2_tim3ko	name	ion_relation	isotopologue
412	15.598510640643148	21.10354646797948	19.30777065501757	15.598510640643148	15.598510640643148	21.68652280668525	18.89657964748553	15.598510640643148	20.94534099075188	17.92041547345631	19.03140958624244	18.231524352357727	F22600	359.1517	384.9	96	0.8462315913184647	0.7054182618775937	0.7434685222857439	0.9367736374910104	0.7097025858825889	0.9616091750291098	Ubiquinone	K+	m+13C*2
413	23.4986679513017	20.58463313279584	24.227051689958035	22.156368411161992	20.79597795498396	20.87325102404789	24.21485123730918	24.29135398709491	21.41063908256938	23.68971502894273	24.16947531118129	22.875799443869585	F22601	359.1517	410.77	448	0.10894655676925	0.4633075810223663	0.0173664759660549	0.7331000624327036	0.3119028270702714	0.8088604542660052	Ubiquinone	K+	m+13C*2
414	29.32674833537595	26.22112374948975	30.407440316004084	27.97214223810445	27.29941968133913	26.18658998481912	30.69363091939628	30.6251464728562	26.208751680828264	29.63941491681424	29.82939454466623	28.71471172284064	F22604	359.1517	438.35	200	0.2015749444364422	0.5394985347372911	0.0291269609041881	0.801075198714124	0.3592743127088717	0.8978584978525415	Ubiquinone	K+	m+13C*2
415	15.46482177627532	15.46482177627532	23.22805508010268	15.46482177627532	15.46482177627532	15.46482177627532	23.44444943002652	22.53007940040308	15.46482177627532	17.786724350430212	21.82807560652645	15.46482177627532	F22605	359.1517	458.83	14	0.1984842045442713	0.2506431862381343	0.2597221526090165	0.5385365867514273	0.4226497308103745	0.538736290883778	Ubiquinone	K+	m+13C*2
416	14.93760031558782	18.624119737645948	17.598979969217222	14.93760031558782	14.93760031558782	19.87466710344181	14.93760031558782	18.147783751819656	14.93760031558782	19.61415723949186	17.6995264722064	17.259491631103685	F22606	359.1517	463.95	37	0.819905499168699	0.4928896108459376	0.442508435881206	0.532712297670697	0.825432329050241	0.1760052639318946	Ubiquinone	K+	m+13C*2
417	24.594131830277583	24.89444700505817	24.353352272698626	23.96273600219122	23.90832893215929	25.333901702600706	24.259921348369453	24.40806692603183	24.3079072366659	24.35204141384225	24.933094778381225	24.981194488815387	F22607	359.1517	467.63	78	0.9078360845816428	0.6996606807215557	0.5410842860563747	0.2004616158976598	0.7011888167359532	0.1621330393560096	Ubiquinone	K+	m+13C*2
418	18.727236434800687	18.493711331070728	17.44573092557369	14.830868655858689	14.830868655858689	17.68837085695661	18.38824775232216	19.911441687480096	19.083099347860365	17.454545561254065	19.14126496968576	20.607579978155155	F22722	271.1325	394.49	174	0.0260983867787422	0.1472910000699263	0.0674630384352705	0.2010704902266634	0.1097502996387715	0.9567218357772108	S-Acetyldihydrolipoamide	NH4+	m+13C*4
419	13.82906972306526	22.67825778692212	13.82906972306526	21.798822765602253	13.82906972306526	21.9647098023334	13.82906972306526	21.234723567850285	13.82906972306526	13.82906972306526	20.9661510069386	13.82906972306526	F22953	383.1327	362.32	155	0.5074935903603798	0.6542260348147404	0.4521303260108322	0.9066584487054624	0.5772376572509919	0.9804196662882328	Oxalosuccinate_dmpa*1	ACN+	m+13C*3
420	20.92619837622893	20.92619837622893	20.92619837622893	20.92619837622893	20.92619837622893	20.92619837622893	20.92619837622893	20.92619837622893	20.92619837622893	20.92619837622893	20.92619837622893	20.92619837622893	F22955	383.1327	438.21	13584	0.0						Oxalosuccinate_dmpa*1	ACN+	m+13C*3
421	21.247012549275315	21.247012549275315	21.247012549275315	21.247012549275315	21.247012549275315	21.247012549275315	21.247012549275315	21.247012549275315	21.247012549275315	21.247012549275315	21.247012549275315	21.247012549275315	F22956	383.1327	463.95	1923	0.0	0.0					Oxalosuccinate_dmpa*1	ACN+	m+13C*3
422	18.029779307121306	18.029779307121306	18.029779307121306	25.54053017684444	18.029779307121306	20.351703089194075	18.029779307121306	18.029779307121306	18.029779307121306	18.029779307121306	18.029779307121306	18.029779307121306	F23487	360.1578	438.21	2843	0.1985023167158821	0.1985023167158814	0.2778834691730128		0.2778834691730128		Ubiquinone	K+	m+13C*3
423	23.523163676114013	23.523163676114013	23.523163676114013	23.523163676114013	23.523163676114013	23.523163676114013	23.523163676114013	23.523163676114013	23.523163676114013	23.523163676114013	23.523163676114013	23.523163676114013	F23489	360.1578	458.7	13	0.9845574683001536	0.0629025079899389					Ubiquinone	K+	m+13C*3
424	24.457038452408675	24.457038452408675	24.457038452408675	24.457038452408675	24.457038452408675	24.457038452408675	24.457038452408675	24.457038452408675	24.457038452408675	24.457038452408675	24.457038452408675	24.457038452408675	F23490	360.1578	463.95	28	0.4840439769666615	0.0629025079899389	1.0	1.0	1.0	1.0	Ubiquinone	K+	m+13C*3
425	20.779527414317712	20.779527414317712	20.779527414317712	20.779527414317712	20.779527414317712	20.779527414317712	20.779527414317712	20.779527414317712	20.779527414317712	20.779527414317712	20.779527414317712	20.779527414317712	F23901	384.1352	438.21	2185	0.0	0.0					Oxalosuccinate_dmpa*1	ACN+	m+13C*4
426	18.323948625511385	18.323948625511385	18.323948625511385	18.323948625511385	18.323948625511385	18.323948625511385	18.323948625511385	18.323948625511385	18.323948625511385	18.323948625511385	18.323948625511385	18.323948625511385	F23902	384.1352	463.56	427	0.2403256371099381	0.6087170316973567					Oxalosuccinate_dmpa*1	ACN+	m+13C*4
427	16.348590719644804	16.348590719644804	16.348590719644804	22.927851293429107	24.153084243232733	20.99654473722313	16.348590719644804	16.348590719644804	16.348590719644804	21.841865714045824	20.62429567711096	22.145740049553805	F23907	384.1428	394.62	24	0.2973675812837348	1.5582894003973123e-06	0.3445745417542252		0.0203377749062005	0.0079309306051666	Isocitrate_dmpa*1	ACN+	m+13C*2
428	16.348590719644804	16.348590719644804	16.348590719644804	22.927851293429107	24.153084243232733	20.99654473722313	16.348590719644804	16.348590719644804	16.348590719644804	21.841865714045824	20.62429567711096	22.145740049553805	F23907	384.1428	394.62	24	0.2973675812837348	1.5582894003973123e-06	0.3445745417542252		0.0203377749062005	0.0079309306051666	Citrate_dmpa*1	ACN+	m+13C*2
429	16.302777813923715	16.302777813923715	16.302777813923715	22.101589679653063	23.65692312030179	16.302777813923715	16.302777813923715	16.302777813923715	16.302777813923715	19.031425862845936	16.302777813923715	16.302777813923715	F23914	384.1428	428.23	16	0.2069128538813024	0.068141502890286	0.25736724180818		0.1891527753105371	0.4226497308103754	Isocitrate_dmpa*1	ACN+	m+13C*2
430	16.302777813923715	16.302777813923715	16.302777813923715	22.101589679653063	23.65692312030179	16.302777813923715	16.302777813923715	16.302777813923715	16.302777813923715	19.031425862845936	16.302777813923715	16.302777813923715	F23914	384.1428	428.23	16	0.2069128538813024	0.068141502890286	0.25736724180818		0.1891527753105371	0.4226497308103754	Citrate_dmpa*1	ACN+	m+13C*2
431	16.290897457228727	16.290897457228727	16.290897457228727	18.61281115690951	20.368188443512032	16.290897457228727	16.290897457228727	16.290897457228727	16.290897457228727	16.290897457228727	16.290897457228727	16.290897457228727	F23915	384.1428	448.59	423	0.1408111179821679	0.1408111179821665	0.2125912087976559		0.2125912087976559		Isocitrate_dmpa*1	ACN+	m+13C*2
